side,ip,money,logintimes,name,重複推噓次數,post,school,nickname,id
good,220.132.144.196,,1684,"['AliceHsu', '^0^']",1,132,False,^0^,AliceHsu
good,111.83.246.66,,772,"['a12341234922', '...']",1,27,False,...,a12341234922
good,223.138.119.224,,2399,"['sazdj', '大安金城武']",1,227,False,大安金城武,sazdj
good,223.138.111.174,,5045,"['linhsiuwei', '清心寡慾的天煞孤星']",1,12437,False,清心寡慾的天煞孤星,linhsiuwei
good,39.15.4.63,,780,"['sue5566', '56不能亡']",2,11,False,56不能亡,sue5566
good,223.137.181.20,,4010,"['BlackAaron', '繁花興旺']",1,38,False,繁花興旺,BlackAaron
good,223.137.190.148,,1119,"['attitude5', 'jyun']",1,3,False,jyun,attitude5
good,140.113.45.48,,288,"['kkStBvasut', '奧匈帝國皇家鐵道']",1,54,國立交通大學,奧匈帝國皇家鐵道,kkStBvasut
good,140.112.222.35,,865,"['arielchenx', 'ArielC']",14,59,國立臺灣大學,ArielC,arielchenx
good,114.25.192.218,,1254,"['elelnino', 'elelnino']",1,23,False,elelnino,elelnino
good,203.190.21.32,,978,"['xaiomaio', '景丹']",1,70,False,景丹,xaiomaio
good,140.112.175.111,,2175,"['a123zyx', '小企']",1,155,國立臺灣大學,小企,a123zyx
good,27.246.203.78,,694,"['klyuch', 'Meeko']",1,41,False,Meeko,klyuch
good,223.140.228.235,,440,"['Indexer', '考試都考100分']",1,0,False,考試都考100分,Indexer
good,27.246.106.63,,3426,"['headcase', '仙人掌上的肥肥']",2,177,False,仙人掌上的肥肥,headcase
good,122.116.232.187,,3222,"['arbalest712', '雞蛋裡沒骨頭']",1,153,False,雞蛋裡沒骨頭,arbalest712
good,223.140.14.75,,6838,"['joj', 'joj']",1,990,False,joj,joj
good,1.171.214.81,,5397,"['ebear', '期待!']",1,95,False,期待!,ebear
good,39.10.138.18,,578,"['pigfist1113', '豆花碎了一地']",1,2,False,豆花碎了一地,pigfist1113
good,42.73.129.170,,2919,"['JLUzd', '不足慕']",1,79,False,不足慕,JLUzd
good,180.177.120.49,,1464,"['lch2011', 'LCH']",6,130,False,LCH,lch2011
good,114.42.73.251,,714,"['joy31108', '就已']",1,0,False,就已,joy31108
good,111.240.231.53,,1882,"['missq1010', 'yaya']",1,94,False,yaya,missq1010
good,36.238.24.196,,3102,"['roncarrot', '紅蘿蔔']",1,2,False,紅蘿蔔,roncarrot
good,111.255.21.233,,1267,"['aynak', 'aynak']",2,16,False,aynak,aynak
good,111.253.108.243,,6180,"['jonestem', '原罪']",1,1795,False,原罪,jonestem
good,122.117.149.44,,1202,"['Bimatow', '阿拉花瓜吹喇叭']",1,2,False,阿拉花瓜吹喇叭,Bimatow
good,1.34.166.138,,1401,"['s30175175', 'Tom Pan']",1,8,False,Tom Pan,s30175175
good,1.34.31.226,,4240,"['On1y', 'Hegemony']",1,295,False,Hegemony,On1y
good,182.234.34.23,,1163,"['NAHAy', 'NAHAy']",1,13,False,NAHAy,NAHAy
good,211.21.223.243,,801,"['fanfu', '= =']",1,46,False,= =,fanfu
good,61.228.42.211,,2874,"['chinshin0405', '小昭']",1,11,False,小昭,chinshin0405
good,111.248.10.231,,1178,"['a12367227', '科']",1,3121,False,科,a12367227
good,114.44.4.16,,3892,"['white07', '.']",1,850,False,.,white07
good,122.117.137.69,,3303,"['TGD01', '...']",1,63,False,...,TGD01
good,114.36.170.74,,496,"['secutor145', 'Benvilla']",1,0,False,Benvilla,secutor145
good,111.83.106.175,,4151,"['windofcold', '寒風']",1,122,False,寒風,windofcold
good,1.161.247.226,,191,"['RobertWu407', 'RobertWu']",1,1,False,RobertWu,RobertWu407
good,223.138.93.161,,2302,"['w6422613', '燈泡']",1,225,False,燈泡,w6422613
good,42.72.227.123,,1785,"['Nyarlathotep', '奈亞拉托提普']",1,106,False,奈亞拉托提普,Nyarlathotep
good,1.171.180.169,,3854,"['livtyler0828', '冪密']",1,436,False,冪密,livtyler0828
good,114.35.144.186,,3675,"['arsian', 'arsian']",1,36,False,arsian,arsian
good,101.13.96.70,,708,"['suckme', 'pay me']",1,2,False,pay me,suckme
good,42.73.149.194,,790,"['s930406', '你啊罵']",1,189,False,你啊罵,s930406
good,180.217.31.29,,2858,"['hugo7935', 'HugoJoy']",1,95,False,HugoJoy,hugo7935
good,49.216.119.99,,1661,"['feitenie', '薑餅丁']",1,26,False,薑餅丁,feitenie
good,27.242.228.1,,1412,"['joymidi', 'Hikari']",1,0,False,Hikari,joymidi
good,223.140.35.137,,3450,"['troysky', 'Troy']",1,114,False,Troy,troysky
good,114.35.99.87,,5899,"['vicklin', '']",2,3564,False,,vicklin
good,101.138.109.28,,952,"['plata', 'Iwa']",1,20,False,Iwa,plata
good,123.193.8.26,,999,"['VOLK11', 'VOLK']",1,271,False,VOLK,VOLK11
good,220.135.71.16,,702,"['apple30341', '玩具']",1,15,False,玩具,apple30341
good,180.204.149.157,,3196,"['beyonf', 'mos']",1,135,False,mos,beyonf
good,123.195.131.45,,319,"['winter0723', '啾']",1,3,False,啾,winter0723
good,42.72.64.162,,1072,"['abraabra', 'abra']",1,6,False,abra,abraabra
good,1.163.145.116,,3641,"['kshtainan', '八極']",1,608,False,八極,kshtainan
good,223.136.138.3,,848,"['OGCOGCOGCOGC', '吉霸昏!!!']",1,191,False,吉霸昏!!!,OGCOGCOGCOGC
good,220.136.40.253,,2296,"['Zenxiety', 'Zenxiety']",1,151,False,Zenxiety,Zenxiety
good,203.77.68.44,,2761,"['fish5123', '台灣的小朋友真的很棒']",2,57,False,台灣的小朋友真的很棒,fish5123
good,1.170.212.214,,187,"['DaYehNO1', '唯有大葉，才能救葉']",1,0,False,唯有大葉，才能救葉,DaYehNO1
good,117.19.38.189,,441,"['ClownT', 'Clown']",1,0,False,Clown,ClownT
good,180.217.213.159,,829,"['rockday', 'R']",2,5,False,R,rockday
good,101.13.1.108,,4003,"['yeary2k', '開心成真']",1,961,False,開心成真,yeary2k
good,114.24.156.187,,405,"['xixirio', '']",1,0,False,,xixirio
good,49.216.147.73,,2406,"['cheerforyou', 'cheer for you ']",1,38,False,cheer for you ,cheerforyou
good,223.140.35.137,,3450,"['troysky', 'Troy']",1,114,False,Troy,troysky
good,36.230.203.90,,1097,"['RoundTable', '  ']",1,82,False,  ,RoundTable
good,180.204.84.237,,3565,"['Zorina', '[ 祕 密 莊 園 ]']",1,686,False,[ 祕 密 莊 園 ],Zorina
good,140.117.184.43,,515,"['ss5010593', '魔sow世界☆大亂鬥']",1,127,國立中山大學,魔sow世界☆大亂鬥,ss5010593
good,203.79.236.157,,4264,"['modjo', 'KH撐HK']",1,2058,False,KH撐HK,modjo
good,180.177.43.58,,3578,"['abbag', 'abbag']",2,17,False,abbag,abbag
good,140.112.25.105,,1107,"['Poke5566', '戳戳5566']",1,917,國立臺灣大學,戳戳5566,Poke5566
good,42.72.181.57,,438,"['selinatung', 'selinatung']",1,0,False,selinatung,selinatung
good,67.194.232.133,,3312,"['jwchang', '']",1,218,False,,jwchang
good,175.182.238.54,,2133,"['luke7459', 'Yueh-Ching']",1,618,False,Yueh-Ching,luke7459
good,42.73.245.131,,364,"['dede010172', '萌虎']",1,33,False,萌虎,dede010172
good,111.240.144.209,,2314,"['schooldance', 'D.A.K.']",1,330,False,D.A.K.,schooldance
good,124.11.191.233,,735,"['g6m3kimo5566', '極為變態的神父']",1,34,False,極為變態的神父,g6m3kimo5566
good,61.230.157.113,,1004,"['aquacomfort', '那個誰']",1,13,False,那個誰,aquacomfort
good,115.82.49.109,,989,"['akikimi1219', '']",1,10,False,,akikimi1219
good,36.225.237.2,,574,"['k402ate', 'kateeeeeeee']",1,0,False,kateeeeeeee,k402ate
good,223.138.219.84,,240,"['doto0000', 'doto0000']",1,0,False,doto0000,doto0000
good,106.105.101.123,,2558,"['christopherl', 'Crystal~++']",1,222,False,Crystal~++,christopherl
good,36.231.134.208,,746,,1,5,False,,
good,101.139.66.5,,3972,"['b93510015', '小鬼頭']",1,19,False,小鬼頭,b93510015
good,114.37.16.109,,1169,"['MMori', '摸裡']",3,32,False,摸裡,MMori
good,176.248.95.176,,4282,"['apporience', '椰蛋']",1,749,False,椰蛋,apporience
good,223.138.231.13,,917,"['creeeep', 'cha']",1,0,False,cha,creeeep
good,111.80.166.91,,1281,"['jumbo0917', 'jumbo']",1,0,False,jumbo,jumbo0917
good,114.44.22.96,,2307,"['haji1008', 'hajiko']",1,5,False,hajiko,haji1008
good,42.73.255.20,,3542,"['cary9998', '洄瀾鯨客']",1,71,False,洄瀾鯨客,cary9998
good,111.82.60.32,,4778,"['QoiiwWe', 'G']",1,616,False,G,QoiiwWe
good,106.105.113.46,,903,"['orzno', '囧rz']",1,37,False,囧rz,orzno
good,125.230.67.176,,2901,"['chinexx', '鳥人']",1,67,False,鳥人,chinexx
good,110.30.71.87,,667,"['heidicc', '海蒂西西']",1,13,False,海蒂西西,heidicc
good,218.166.85.16,,2333,"['zorroptt', '毛毛鼠']",2,324,False,毛毛鼠,zorroptt
good,1.161.136.235,,521,"['inoo', 'inoo']",1,0,False,inoo,inoo
good,61.228.4.236,,867,"['ann0743', 'biggy']",1,5,False,biggy,ann0743
good,111.81.127.68,,4009,"['nobalance', '..']",1,53,False,..,nobalance
good,220.129.58.101,,3535,"['a5b4c3d2e1', '']",1,388,False,,a5b4c3d2e1
good,134.208.36.231,,694,"['morgan860320', '摩根是我 我是摩根']",1,168,國立東華大學,摩根是我 我是摩根,morgan860320
good,61.223.40.58,,1049,"['alfonso1994', '坤']",1,4,False,坤,alfonso1994
good,101.9.179.129,,824,"['cocopiku', '摳摳屁屁']",1,0,False,摳摳屁屁,cocopiku
good,101.138.93.2,,1872,"['lilyriza', '荔栗麗莎 上士 >>>)']",1,31,False,荔栗麗莎 上士 >>>),lilyriza
good,219.84.57.148,,524,"['goldlipe', '演唱會症候群ing']",1,7,False,演唱會症候群ing,goldlipe
good,1.163.76.24,,554,"['pin8989', '阿品']",1,5,False,阿品,pin8989
good,111.248.69.80,,2254,"['aadm', '別人尬車我雷纏']",5,294,False,別人尬車我雷纏,aadm
good,27.242.40.189,,525,"['kiwihou', 'Kiwi.Y']",1,9,False,Kiwi.Y,kiwihou
good,223.140.103.31,,2819,"['eltonchung', 'Elton']",1,371,False,Elton,eltonchung
good,61.230.198.182,,4758,"['ghostforever', '呃']",1,255,False,呃,ghostforever
good,39.10.192.152,,1239,"['ph4586', '阿廷']",1,1,False,阿廷,ph4586
good,58.115.17.142,,1985,"['b9602003', 'Wayne']",1,1,False,Wayne,b9602003
good,111.83.52.5,,657,"['af2772af', '嘿嘿嘿']",1,8,False,嘿嘿嘿,af2772af
good,220.133.70.251,,2183,"['Swifter', 'Swifter']",1,16,False,Swifter,Swifter
good,49.218.3.132,,2884,"['alexbklin', 'Alex Lin']",1,22,False,Alex Lin,alexbklin
bad,101.13.66.81,,1312,"['asked', '艾斯可一滴']",1,58,False,艾斯可一滴,asked
bad,42.72.146.5,,792,"['BlowjobFace', '口交臉/0\\']",1,14,False,口交臉/0\,BlowjobFace
bad,27.247.11.128,,740,"['jameskoy', '肘少爺']",1,0,False,肘少爺,jameskoy
bad,163.29.121.28,,2826,"['evarei6124', 'Q仔']",1,50,False,Q仔,evarei6124
bad,36.225.118.78,,3389,"['techo', '而我知道']",1,24,False,而我知道,techo
bad,117.19.68.11,,918,"['poohhung', '阿碩']",1,13,False,阿碩,poohhung
bad,124.9.128.247,,1137,"['jayang', '傑揚']",1,1,False,傑揚,jayang
bad,134.208.39.132,,297,"['china5566', '支那  \x08\x08E  \x08\x08F']",1,23,國立東華大學,支那  E  F,china5566
bad,27.242.69.112,,678,"['allenc38', '爆']",1,158,False,爆,allenc38
bad,36.226.106.16,,211,"['jj1379746', '充電五分鐘，通話兩小時']",1,18,False,充電五分鐘，通話兩小時,jj1379746
bad,223.140.81.214,,912,"['zeng50', '阿寶']",1,7,False,阿寶,zeng50
bad,118.171.73.46,,4388,"['winiS', '維尼桑']",1,146,False,維尼桑,winiS
bad,139.216.163.197,,3732,"['KingKingCold', 'れ元  \x08\x08nザエろ?私元  \x08\x08nザエ']",25,1099,False,れ元  nザエろ?私元  nザエ,KingKingCold
bad,1.160.24.166,,3178,"['mickey0223w', '我最愛小個兒']",1,248,False,我最愛小個兒,mickey0223w
bad,180.217.137.71,,2373,"['gn02118620', 'Howard']",5,104,False,Howard,gn02118620
bad,140.122.136.91,,1957,"['aotin', '奧丁']",1,72,國立臺灣師範大學,奧丁,aotin
bad,220.133.192.104,,616,"['piex', 'piex']",2,10,False,piex,piex
bad,223.139.176.104,,3593,"['ding0725', '塔斯汀哥']",1,132,False,塔斯汀哥,ding0725
bad,114.32.241.182,,1230,"['justice0926', '賈斯提斯-專業廢文製造機']",1,420,False,賈斯提斯-專業廢文製造機,justice0926
bad,42.75.148.222,,2337,"['rahayato', ' 哎呀哎呀']",1,94,False, 哎呀哎呀,rahayato
bad,111.82.33.92,,787,"['bassmaster', '三餐吃泡麵然後暴斃']",1,42,False,三餐吃泡麵然後暴斃,bassmaster
bad,1.172.190.81,,212,"['Tsubasa98', ""Eason~μ'sic Forever""]",1,23,False,Eason~μ'sic Forever,Tsubasa98
bad,220.137.2.66,,4538,"['wanderwolf', '']",3,189,False,,wanderwolf
bad,59.127.193.59,,3598,"['pao0111', 'pao0111']",1,32,False,pao0111,pao0111
bad,180.217.213.159,,829,"['rockday', 'R']",5,5,False,R,rockday
bad,59.126.48.162,,1579,"['pufferman', 'ladisai']",1,1,False,ladisai,pufferman
bad,223.139.70.133,,860,"['skyrie', '史蓋瑞']",8,60,False,史蓋瑞,skyrie
bad,223.139.250.177,,4004,"['saluy', '安粉心靈極度脆弱']",4,77,False,安粉心靈極度脆弱,saluy
bad,39.8.131.38,,4433,"['hikari22', '心碎小子HBK']",1,222,False,心碎小子HBK,hikari22
bad,69.181.54.204,,2448,"['AetherG', 'AetherGravity']",2,39,False,AetherGravity,AetherG
bad,114.45.70.30,,3290,"['fffink1689', '還原基本法']",2,189,False,還原基本法,fffink1689
bad,101.138.149.49,,522,"['jay741953', 'kay']",1,0,False,kay,jay741953
bad,180.176.46.11,,1604,"['sam197665', '東哥']",1,42,False,東哥,sam197665
bad,101.13.38.174,,1112,"['n44976', 'Eins']",1,19,False,Eins,n44976
bad,118.171.173.146,,1249,"['blacktruth', '...']",2,2,False,...,blacktruth
bad,114.36.57.200,,326,"['k960608', '霧羽•浪沙']",5,55,False,霧羽•浪沙,k960608
bad,218.166.225.52,,264,"['eatcc', '此時無聲勝有聲']",1,1,False,此時無聲勝有聲,eatcc
bad,42.78.242.134,,1004,"['xavier2011', '小MONO']",1,0,False,小MONO,xavier2011
bad,49.216.21.11,,1823,"['jauruyu', '短竹魚乾']",1,81,False,短竹魚乾,jauruyu
bad,36.234.241.211,,1081,"['e124741192', '黑襯衫']",1,3,False,黑襯衫,e124741192
bad,42.72.219.34,,1245,"['loyal02', ':)']",1,4,False,:),loyal02
bad,180.204.38.150,,2672,"['kir0126', '']",1,31,False,,kir0126
bad,101.12.130.227,,756,"['Izaac', '黑闇聖經']",1,2,False,黑闇聖經,Izaac
bad,123.194.236.59,,1127,"['qwas65166516', 'TO BELIEVE']",3,3,False,TO BELIEVE,qwas65166516
bad,220.133.9.19,,621,"['ryan100100', '蟲的傳人']",2,125,False,蟲的傳人,ryan100100
bad,110.28.26.152,,1158,"['sonnnnylin', 'sonnylin']",1,7,False,sonnylin,sonnnnylin
bad,42.79.119.129,,2059,"['dnkofe', '赤空']",1,58,False,赤空,dnkofe
bad,223.140.210.184,,987,"['tonhy55555', 'tonhy55555']",1,2,False,tonhy55555,tonhy55555
bad,140.112.230.252,,1616,"['piety4u', '']",1,73,國立臺灣大學,,piety4u
bad,111.185.169.154,,1057,"['Greengene', '綠˙吉˙音']",2,16,False,綠˙吉˙音,Greengene
bad,223.136.122.249,,1430,"['zuzudot', '海']",1,30,False,海,zuzudot
bad,61.70.223.125,,434,"['gky369852', 'monopo']",1,1,False,monopo,gky369852
bad,27.247.105.150,,547,"['goodgold', '納吉斯']",1,7,False,納吉斯,goodgold
bad,101.13.98.17,,2894,"['venroxas', '別說啦']",1,113,False,別說啦,venroxas
bad,61.227.96.66,,2415,"['XtrEmeMasTeR', '歪歪']",1,38,False,歪歪,XtrEmeMasTeR
bad,114.41.25.169,,1503,"['EasyshopWHM', 'EE']",1,51,False,EE,EasyshopWHM
bad,1.160.199.159,,1348,"['danny00118', 'supergerms']",1,0,False,supergerms,danny00118
bad,182.155.57.18,,2349,"['azdc', '聽貓貓的話']",1,71,False,聽貓貓的話,azdc
bad,218.166.78.212,,776,"['VischDonahue', '荒野迅雷']",2,4,False,荒野迅雷,VischDonahue
bad,39.12.108.110,,1345,"['WWIII', '東邪西毒']",2,1,False,東邪西毒,WWIII
bad,223.140.70.89,,1771,"['akaolu', 'akaolu']",4,181,False,akaolu,akaolu
bad,219.85.119.14,,1398,"['simon1202', 'LooSnake']",1,4,False,LooSnake,simon1202
bad,114.44.251.196,,1281,"['lejacpntu', 'lejacpntu']",1,27,False,lejacpntu,lejacpntu
bad,140.122.136.91,,1957,"['aotin', '奧丁']",1,72,國立臺灣師範大學,奧丁,aotin
bad,163.25.119.57,,324,"['wind6189', '王大槌']",1,13,False,王大槌,wind6189
bad,180.217.236.241,,1513,"['wayne40230', '安安']",4,54,False,安安,wayne40230
bad,1.167.131.178,,2689,"['jimmy0521', '典韋控!!']",2,13,False,典韋控!!,jimmy0521
bad,111.82.253.21,,2563,"['shyshyan', '神人為吾，千葉傳奇。']",1,650,False,神人為吾，千葉傳奇。,shyshyan
bad,1.200.210.94,,2258,"['i12348', 'catfish']",1,54,False,catfish,i12348
bad,119.77.221.190,,332,"['GGbangbang', '雞雞棒棒']",1,5,False,雞雞棒棒,GGbangbang
bad,111.83.210.77,,1648,"['edwei', 'Light blue']",1,13,False,Light blue,edwei
bad,42.73.204.229,,620,"['qscNERO', '請叫我達文西']",1,5,False,請叫我達文西,qscNERO
bad,223.137.7.39,,2023,"['ckgjeff1990', '吸K雞']",1,191,False,吸K雞,ckgjeff1990
bad,180.204.224.14,,1098,"['srwhite', '妖尾']",1,14,False,妖尾,srwhite
bad,119.77.204.38,,1097,"['hank11431', '啵中']",1,26,False,啵中,hank11431
bad,36.239.133.134,,1102,"['sanachen', 'sana']",3,47,False,sana,sanachen
bad,180.217.153.23,,1898,"['cyd1218', 'C']",1,38,False,C,cyd1218
bad,39.10.99.29,,886,"['bandsound31', '雞一隻']",3,24,False,雞一隻,bandsound31
bad,60.251.141.166,,1652,"['Automaticmai', '嗄嗄烏啦啦']",1,421,False,嗄嗄烏啦啦,Automaticmai
bad,218.166.228.95,,4227,"['cd928', '變成淘氣鬼吧!!']",3,293,False,變成淘氣鬼吧!!,cd928
bad,61.56.182.92,,645,"['GoReadman', '溫溼漉漉頓']",1,1,False,溫溼漉漉頓,GoReadman
bad,101.138.131.109,,851,"['yyy8167', '阿肯']",1,10,False,阿肯,yyy8167
bad,220.143.4.63,,1836,"['CJROCK', '讓我想一想']",1,115,False,讓我想一想,CJROCK
bad,114.25.17.238,,1613,"['Luber', '灣渠中的草蝦']",1,32,False,灣渠中的草蝦,Luber
bad,42.73.141.202,,1300,"['pgimjjkk', '小智明年得冠軍']",1,45,False,小智明年得冠軍,pgimjjkk
bad,123.205.94.131,,2989,"['funkD', '放可']",1,186,False,放可,funkD
bad,123.240.25.247,,1989,"['Elis1221', '艾利斯']",1,26,False,艾利斯,Elis1221
bad,42.75.2.230,,4443,"['yolasiku', '我的綠卡能吃嗎']",1,120,False,我的綠卡能吃嗎,yolasiku
bad,101.139.176.24,,523,"['apple840622', 'Namico']",1,19,False,Namico,apple840622
bad,59.104.0.189,,593,"['rrr518', '喔~喔喔~喔喔~喔喔~~爪爪']",2,2586,False,喔~喔喔~喔喔~喔喔~~爪爪,rrr518
bad,223.139.118.131,,260,"['fragmentwing', '片翼碎夢']",1,63,False,片翼碎夢,fragmentwing
bad,1.163.184.251,,2929,"['SuperUp', '(￣▽￣＃)﹏﹏']",1,146,False,(￣▽￣＃)﹏﹏,SuperUp
bad,36.236.57.35,,2633,"['gm3252', '阿綸']",1,71,False,阿綸,gm3252
bad,42.73.64.39,,985,"['liberte', '底']",1,110,False,底,liberte
bad,114.136.217.175,,1241,"['KuoYenWen', '打第一球']",1,49,False,打第一球,KuoYenWen
bad,180.217.129.221,,363,"['seal46825', 'Vanish']",1,26,False,Vanish,seal46825
bad,1.165.63.13,,1283,"['jason60314', '傑森陸零參壹肆']",1,215,False,傑森陸零參壹肆,jason60314
bad,39.8.131.8,,3089,"['s81048112', '**********已加密']",2,5,False,**********已加密,s81048112
bad,223.140.84.106,,3473,"['featherable', '不難過']",2,206,False,不難過,featherable
bad,61.228.245.111,,676,"['tthtt60018', '佩佩倫奇諾']",1,5,False,佩佩倫奇諾,tthtt60018
bad,101.10.5.47,,2643,"['sakilu', 'sakilu']",1,75,False,sakilu,sakilu
bad,223.139.244.148,,2557,"['paul115', '蒼月']",1,9,False,蒼月,paul115
bad,111.241.103.50,,4259,"['sediments', '禽獸']",3,520,False,禽獸,sediments
bad,61.230.158.15,,654,"['ydolem', '呆麻雀']",1,3,False,呆麻雀,ydolem
bad,111.243.62.244,,2522,"['rax921930', '大鵬']",1,254,False,大鵬,rax921930
bad,1.168.37.1,,866,"['qqq20703', '魯蛇KING']",1,0,False,魯蛇KING,qqq20703
bad,1.34.55.52,,3023,"['kaosps2', '查理∼∼']",1,164,False,查理∼∼,kaosps2
bad,1.171.39.41,,1471,"['JCS15', '馬馬狗']",1,234,False,馬馬狗,JCS15
bad,223.140.16.64,,328,"['Kaede5908', '高垣楓P']",1,1,False,高垣楓P,Kaede5908
bad,61.216.181.79,,739,"['GaRx', 'CRoSS_Sakura']",1,1,False,CRoSS_Sakura,GaRx
bad,111.83.5.77,,1518,"['etu4315', '成大海龍王']",1,132,False,成大海龍王,etu4315
bad,1.163.224.173,,955,"['aho6204', '14歲博士']",1,48,False,14歲博士,aho6204
bad,115.82.160.172,,3214,"['bellsakura', 'bellsakura']",1,46,False,bellsakura,bellsakura
bad,111.83.206.47,,634,"['tonfans', '統粉是你']",1,5,False,統粉是你,tonfans
bad,59.115.250.31,,413,"['sean5236921', '加料水果']",2,0,False,加料水果,sean5236921
bad,125.231.55.232,,4569,"['ab4daa', 'nooooooooooooooooooo']",2,68,False,nooooooooooooooooooo,ab4daa
bad,114.42.190.140,,3401,"['C130', 'Feel my heart']",1,227,False,Feel my heart,C130
bad,36.237.55.214,,454,"['loveyoucheng', '晴榜']",1,9,False,晴榜,loveyoucheng
bad,114.32.191.204,,2558,"['smdf', '我依然相信']",1,35,False,我依然相信,smdf
bad,110.28.221.129,,2392,"['willy61615', 'AEGON']",1,4,False,AEGON,willy61615
bad,223.140.100.38,,1835,"['nature1021', '小犬']",1,0,False,小犬,nature1021
bad,42.73.182.106,,1251,"['smho', '白日夢冒險王']",2,22,False,白日夢冒險王,smho
bad,24.114.25.65,,2891,"['A19870720', '清明上河豚']",1,454,False,清明上河豚,A19870720
bad,61.228.247.37,,1170,"['DKnex', 'DK']",1,84,False,DK,DKnex
bad,42.72.115.117,,640,"['gundam0613', '花花夜夜']",1,154,False,花花夜夜,gundam0613
bad,223.140.226.4,,3204,"['resudi', '我累了 真的累了~']",1,1,False,我累了 真的累了~,resudi
bad,111.83.105.42,,2947,"['allblue1101', '^▽^)/＊*我懶* ＊\\(^▽^']",3,501,False,^▽^)/＊*我懶* ＊\(^▽^,allblue1101
bad,101.9.80.109,,4026,"['ALOVET', 'AKB48 イゆアよ!']",1,456,False,AKB48 イゆアよ!,ALOVET
bad,111.241.149.227,,866,"['masahiko2009', '阿咪咪']",4,106,False,阿咪咪,masahiko2009
bad,220.132.225.49,,3754,"['koko147', '心情電梯']",1,1023,False,心情電梯,koko147
bad,175.180.206.114,,2958,"['largeboy', '喔...']",1,374,False,喔...,largeboy
bad,223.138.205.237,,850,"['ioupoiu', '他媽的噁心甲']",1,128,False,他媽的噁心甲,ioupoiu
bad,42.73.101.72,,187,"['wahahajohn', 'JFC']",1,0,False,JFC,wahahajohn
bad,117.19.51.242,,1501,"['neamen5566', '半導體5566']",1,285,False,半導體5566,neamen5566
bad,123.202.71.93,,2915,"['wildrush0210', 'finding my own way']",1,8,False,finding my own way,wildrush0210
bad,218.161.29.20,,684,"['iSad5566', '神曲56']",7,54,False,神曲56,iSad5566
bad,101.12.135.85,,271,"['people001', '愛著科基的男人']",1,1,False,愛著科基的男人,people001
bad,111.240.186.245,,439,"['historyway', '歷史是一條孤獨的道路']",1,2,False,歷史是一條孤獨的道路,historyway
bad,114.27.188.63,,4658,"['cocota', '一支草']",2,280,False,一支草,cocota
bad,111.82.33.142,,421,"['kamehameha12', '益菌多壞菌就少']",1,41,False,益菌多壞菌就少,kamehameha12
bad,61.231.109.18,,682,"['ivan51405', '副熱帶']",1,0,False,副熱帶,ivan51405
bad,111.250.131.71,,2713,"['nondelivery', '如此']",1,191,False,如此,nondelivery
bad,36.229.197.12,,563,"['reid123455', '魔女教大教主—怠惰']",1,64,False,魔女教大教主—怠惰,reid123455
bad,180.217.182.163,,4535,"['starericc', '用心完全被抹殺\\']",1,144,False,用心完全被抹殺\,starericc
bad,111.82.252.27,,208,"['boring321', '穎..']",1,1,False,穎..,boring321
bad,118.167.25.77,,3276,"['Abalamindo', '公館手槍營營長']",2,578,False,公館手槍營營長,Abalamindo
bad,223.140.68.218,,2516,"['eatk', '吃K']",1,22,False,吃K,eatk
bad,114.136.210.61,,1579,"['selvester', '水昆蟲']",1,133,False,水昆蟲,selvester
bad,59.126.19.186,,1308,"['Aliensoul', '八卦駐版外星人']",1,218,False,八卦駐版外星人,Aliensoul
bad,114.27.174.240,,3359,"['flameDH', '鋁罐']",1,22,False,鋁罐,flameDH
bad,114.24.38.182,,3867,"['HappyKH', 'KH']",3,65,False,KH,HappyKH
bad,49.214.66.168,,3054,"['op111925', '胖子']",1,232,False,胖子,op111925
bad,117.19.3.74,,2051,"['hakama99', '雜醬麵']",1,48,False,雜醬麵,hakama99
bad,125.224.81.5,,208,"['nnnni0', '十二月']",1,0,False,十二月,nnnni0
bad,223.141.51.124,,1640,"['sentsuki', '千月']",1,46,False,千月,sentsuki
bad,123.194.147.206,,845,"['demonik', '白鷺鷥山']",2,24,False,白鷺鷥山,demonik
bad,111.248.97.49,,1764,"['jakcycoco', '沒電的鹼性電池']",1,7,False,沒電的鹼性電池,jakcycoco
bad,114.136.153.111,,4596,"['yamitis', '神已飛躍起來了']",1,239,False,神已飛躍起來了,yamitis
bad,117.19.67.11,,2984,"['pilot1982', '173-72卻覺得瘦好多']",1,179,False,173-72卻覺得瘦好多,pilot1982
bad,223.140.112.156,,1351,"['liusean', '旁觀者']",1,4,False,旁觀者,liusean
bad,39.10.105.213,,2646,"['melic', ' ']",1,292,False, ,melic
bad,223.140.174.75,,2987,"['howardab', '不可思議的冒險?   ? ']",1,33,False,不可思議的冒險?   ? ,howardab
bad,42.73.195.77,,2951,"['CO2', 'c02']",2,38,False,c02,CO2
bad,114.136.10.182,,3127,"['ron0803', '龍']",1,104,False,龍,ron0803
bad,112.104.130.197,,1515,"['chx64', '雪人']",1,142,False,雪人,chx64
bad,114.136.180.212,,1774,"['iamping109', '懶懶der']",1,69,False,懶懶der,iamping109
bad,220.136.118.173,,2547,"['Hitimothy', 'brothertimothy']",1,1,False,brothertimothy,Hitimothy
bad,111.240.92.122,,1870,"['higamanami', '丸子頭演員']",9,513,False,丸子頭演員,higamanami
bad,223.138.63.105,,3490,"['Kantsuki', '幻月']",1,60,False,幻月,Kantsuki
bad,220.132.76.40,,3907,"['germun', 'ger']",1,193,False,ger,germun
